0.01000000	0.01995000
0.01995000	0.02990000
0.02990000	0.03985000
0.03985000	0.04980000
0.04980000	0.05975000
0.05975000	0.06970000
0.06970000	0.07965000
0.07965000	0.08960000
0.08960000	0.09955000
0.09955000	0.10950000
0.10950000	0.11945000
0.11945000	0.12940000
0.12940000	0.13935000
0.13935000	0.14930000
0.14930000	0.15925000
0.15925000	0.16920000
0.16920000	0.17915000
0.17915000	0.18910000
0.18910000	0.19905000
0.19905000	0.20900000
0.20900000	0.21895000
0.21895000	0.22890000
0.22890000	0.23885000
0.23885000	0.24880000
0.24880000	0.25875000
0.25875000	0.26870000
0.26870000	0.27865000
0.27865000	0.28860000
0.28860000	0.29855000
0.29855000	0.30850000
0.30850000	0.31845000
0.31845000	0.32840000
0.32840000	0.33835000
0.33835000	0.34830000
0.34830000	0.35825000
0.35825000	0.36820000
0.36820000	0.37815000
0.37815000	0.38810000
0.38810000	0.39805000
0.39805000	0.40800000
0.40800000	0.41795000
0.41795000	0.42790000
0.42790000	0.43785000
0.43785000	0.44780000
0.44780000	0.45775000
0.45775000	0.46770000
0.46770000	0.47765000
0.47765000	0.48760000
0.48760000	0.49755000
0.49755000	0.50750000
0.50750000	0.51745000
0.51745000	0.52740000
0.52740000	0.53735000
0.53735000	0.54730000
0.54730000	0.55725000
0.55725000	0.56720000
0.56720000	0.57715000
0.57715000	0.58710000
0.58710000	0.59705000
0.59705000	0.60700000
0.60700000	0.61695000
0.61695000	0.62690000
0.62690000	0.63685000
0.63685000	0.64680000
0.64680000	0.65675000
0.65675000	0.66670000
0.66670000	0.67665000
0.67665000	0.68660000
0.68660000	0.69655000
0.69655000	0.70650000
0.70650000	0.71645000
0.71645000	0.72640000
0.72640000	0.73635000
0.73635000	0.74630000
0.74630000	0.75625000
0.75625000	0.76620000
0.76620000	0.77615000
0.77615000	0.78610000
0.78610000	0.79605000
0.79605000	0.80600000
0.80600000	0.81595000
0.81595000	0.82590000
0.82590000	0.83585000
0.83585000	0.84580000
0.84580000	0.85575000
0.85575000	0.86570000
0.86570000	0.87565000
0.87565000	0.88560000
0.88560000	0.89555000
0.89555000	0.90550000
0.90550000	0.91545000
0.91545000	0.92540000
0.92540000	0.93535000
0.93535000	0.94530000
0.94530000	0.95525000
0.95525000	0.96520000
0.96520000	0.97515000
0.97515000	0.98510000
0.98510000	0.99505000
0.99505000	1.00500000
1.00500000	1.01495000
1.01495000	1.02490000
1.02490000	1.03485000
1.03485000	1.04480000
1.04480000	1.05475000
1.05475000	1.06470000
1.06470000	1.07465000
1.07465000	1.08460000
1.08460000	1.09455000
1.09455000	1.10450000
1.10450000	1.11445000
1.11445000	1.12440000
1.12440000	1.13435000
1.13435000	1.14430000
1.14430000	1.15425000
1.15425000	1.16420000
1.16420000	1.17415000
1.17415000	1.18410000
1.18410000	1.19405000
1.19405000	1.20400000
1.20400000	1.21395000
1.21395000	1.22390000
1.22390000	1.23385000
1.23385000	1.24380000
1.24380000	1.25375000
1.25375000	1.26370000
1.26370000	1.27365000
1.27365000	1.28360000
1.28360000	1.29355000
1.29355000	1.30350000
1.30350000	1.31345000
1.31345000	1.32340000
1.32340000	1.33335000
1.33335000	1.34330000
1.34330000	1.35325000
1.35325000	1.36320000
1.36320000	1.37315000
1.37315000	1.38310000
1.38310000	1.39305000
1.39305000	1.40300000
1.40300000	1.41295000
1.41295000	1.42290000
1.42290000	1.43285000
1.43285000	1.44280000
1.44280000	1.45275000
1.45275000	1.46270000
1.46270000	1.47265000
1.47265000	1.48260000
1.48260000	1.49255000
1.49255000	1.50250000
1.50250000	1.51245000
1.51245000	1.52240000
1.52240000	1.53235000
1.53235000	1.54230000
1.54230000	1.55225000
1.55225000	1.56220000
1.56220000	1.57215000
1.57215000	1.58210000
1.58210000	1.59205000
1.59205000	1.60200000
1.60200000	1.61195000
1.61195000	1.62190000
1.62190000	1.63185000
1.63185000	1.64180000
1.64180000	1.65175000
1.65175000	1.66170000
1.66170000	1.67165000
1.67165000	1.68160000
1.68160000	1.69155000
1.69155000	1.70150000
1.70150000	1.71145000
1.71145000	1.72140000
1.72140000	1.73135000
1.73135000	1.74130000
1.74130000	1.75125000
1.75125000	1.76120000
1.76120000	1.77115000
1.77115000	1.78110000
1.78110000	1.79105000
1.79105000	1.80100000
1.80100000	1.81095000
1.81095000	1.82090000
1.82090000	1.83085000
1.83085000	1.84080000
1.84080000	1.85075000
1.85075000	1.86070000
1.86070000	1.87065000
1.87065000	1.88060000
1.88060000	1.89055000
1.89055000	1.90050000
1.90050000	1.91045000
1.91045000	1.92040000
1.92040000	1.93035000
1.93035000	1.94030000
1.94030000	1.95025000
1.95025000	1.96020000
1.96020000	1.97015000
1.97015000	1.98010000
1.98010000	1.99005000
1.99005000	2.00000000
