5.642451e+06	4.514936e+03	-4.719135e+00	1.308835e+04	
2.512247e+06	1.240538e+04	5.928124e+02	1.656871e+01	
1.849595e+05	1.155084e+04	2.572385e+03	1.410807e+02	
-5.231578e+04	2.129189e+03	5.457463e+03	4.255345e+02	
2.066389e+05	-2.405363e+03	7.159440e+03	5.775236e+02	
1.136187e+05	7.226931e+01	7.224718e+03	3.862218e+02	
2.996650e+04	1.841434e+03	7.120539e+03	1.745790e+02	
4.642781e+04	6.008246e+02	7.045400e+03	-1.156728e+02	
3.789931e+04	-4.683886e+02	6.438625e+03	-7.602632e+02	
2.353473e+04	-5.190639e+01	5.943295e+03	-7.814040e+02	
1.838585e+04	3.046740e+02	5.669288e+03	3.229892e+02	
1.268483e+04	-1.430461e+02	4.761291e+03	8.218064e+02	
9.788229e+03	-3.454822e+02	3.680124e+03	1.047823e+02	
6.965559e+03	3.131032e+00	3.472798e+03	2.148964e+00	
4.262193e+03	1.507197e+02	3.702392e+03	7.445668e+02	
2.444037e+03	1.085145e+02	3.501767e+03	6.720994e+02	
6.302884e+02	2.491667e+02	2.944154e+03	-1.149377e+02	
-1.859944e+02	4.088656e+02	2.310786e+03	-2.723844e+02	
-7.815700e+02	4.618911e+02	1.746352e+03	2.028594e+02	
-1.611882e+03	3.767951e+02	1.672243e+03	5.596163e+02	
-2.223666e+03	3.905015e+01	2.094072e+03	5.042836e+02	
-2.680400e+03	-2.147390e+02	2.251028e+03	1.196504e+01	
-2.817232e+03	4.951150e+01	1.922952e+03	-5.554433e+02	
-2.870000e+03	4.512185e+02	1.651797e+03	-6.555980e+02	
-3.051021e+03	3.752053e+02	1.461402e+03	-5.048066e+02	
-3.136038e+03	-1.834193e+01	1.108154e+03	-5.771043e+02	
-3.023113e+03	-2.025125e+02	8.557387e+02	-6.494223e+02	
-2.828598e+03	-4.176138e+01	7.303145e+02	-5.830095e+02	
-2.794804e+03	2.230098e+02	4.641071e+02	-6.913647e+02	
-2.814909e+03	2.852693e+02	3.192189e+02	-7.880617e+02	
-2.645764e+03	1.494728e+02	5.305265e+02	-4.884424e+02	
-2.417191e+03	1.494624e+02	7.688293e+02	-9.331629e+01	
-2.279271e+03	3.139422e+02	7.903321e+02	4.747990e+00	
-2.155136e+03	3.160619e+02	5.909289e+02	-8.531204e+01	
-1.948044e+03	1.840483e+02	2.529189e+02	-1.664203e+02	
-1.758931e+03	1.571385e+02	1.293941e+02	-1.731199e+02	
-1.675448e+03	9.433615e+01	3.587753e+02	-1.111911e+02	
-1.549190e+03	-1.136784e+02	4.627854e+02	-6.469403e+01	
-1.326092e+03	-1.867057e+02	2.073470e+02	-5.289381e+01	
-1.116248e+03	-5.915563e+01	3.445146e+01	-5.363831e+01	
-9.575249e+02	-2.389523e+01	1.313852e+02	-9.951106e+01	
-8.539763e+02	-1.264251e+02	1.779851e+02	-1.170504e+02	
-8.033195e+02	-1.599566e+02	1.394980e+02	-4.206285e+01	
-7.471658e+02	-1.104114e+02	1.906223e+02	-1.037747e+01	
-6.241425e+02	-9.186353e+01	2.037152e+02	-6.319957e+01	
-4.531566e+02	-7.409738e+01	1.110047e+02	-7.201877e+01	
-3.176808e+02	3.205218e+01	7.022303e+01	-3.610554e+01	
-2.652680e+02	1.478600e+02	6.914891e+01	-5.264134e+01	
-2.571374e+02	9.027902e+01	4.048233e+01	-1.382201e+02	
-2.063301e+02	-1.119598e+02	2.653518e+01	-1.920510e+02	
-9.760963e+01	-1.963292e+02	-2.453197e+01	-8.001627e+01	
-1.852788e+01	-7.924184e+01	-8.697502e+01	1.249062e+02	
-1.082860e+00	3.223350e+00	5.378759e+01	1.951889e+02	
3.372809e+01	-8.098526e+01	3.351435e+02	1.296826e+02	
1.145863e+02	-1.646532e+02	4.122113e+02	1.075011e+02	
1.484165e+02	-1.470740e+02	2.809619e+02	1.319258e+02	
1.056838e+02	-1.135251e+02	2.739840e+02	9.733292e+01	
1.071609e+02	-8.469139e+01	4.050207e+02	4.936801e+01	
1.879702e+02	-5.543539e+01	3.281188e+02	5.499874e+01	
2.336791e+02	-4.658833e+01	3.537210e+01	2.997516e+01	
