2.188021e+08	1.511592e+06	7.818577e+04	2.207673e+03	4.731794e+01	4.780660e+06	4.045303e-02	
9.833470e+07	1.875594e+06	2.226799e+05	1.345116e+04	6.049843e+02	-2.336297e+05	5.010049e-01	
7.868117e+06	8.830647e+05	2.323952e+05	2.502314e+04	1.906883e+03	-7.310462e+04	4.044804e+00	
-2.315066e+06	-1.845586e+04	8.991889e+04	1.870677e+04	2.414672e+03	-1.363201e+05	1.152219e+01	
7.602880e+06	-9.089505e+04	-1.681907e+03	3.493445e+03	1.216251e+03	-2.039151e+05	1.425352e+01	
4.341702e+06	4.909721e+04	5.197930e+03	-1.852946e+03	-3.736192e+01	-2.034271e+05	5.680051e+00	
1.105132e+06	2.857620e+04	1.778653e+04	4.506353e+02	-1.496953e+02	-1.721354e+05	-4.386728e+00	
1.679746e+06	-7.144635e+03	9.927056e+03	1.099622e+03	1.004064e+02	-1.514267e+05	-5.965255e+00	
1.405448e+06	1.647107e+03	5.739978e+03	2.003259e+02	7.703290e+01	-1.410629e+05	-3.621657e+00	
8.723707e+05	6.124705e+03	6.517953e+03	6.924502e+01	4.995860e+00	-1.318428e+05	-3.419331e+00	
6.707511e+05	3.051320e+03	5.970772e+03	2.031034e+02	1.355523e+01	-1.235548e+05	-4.040808e+00	
4.611414e+05	1.580417e+03	4.964477e+03	1.608039e+02	2.032370e+01	-1.153853e+05	-3.832435e+00	
3.558241e+05	1.202107e+03	4.325061e+03	1.154038e+02	1.530370e+01	-1.043318e+05	-3.519553e+00	
2.500131e+05	1.337148e+03	3.869520e+03	9.699704e+01	1.356716e+01	-9.012046e+04	-3.420428e+00	
1.473513e+05	1.253280e+03	3.501992e+03	8.448866e+01	1.148487e+01	-7.565884e+04	-3.291154e+00	
8.133108e+04	9.143674e+02	3.179631e+03	7.233137e+01	8.966440e+00	-6.398329e+04	-3.114837e+00	
1.892137e+04	3.705672e+02	2.876048e+03	6.445343e+01	7.757529e+00	-5.610145e+04	-2.956228e+00	
-8.747813e+03	1.186028e+02	2.545202e+03	5.787020e+01	7.772713e+00	-5.000790e+04	-2.744650e+00	
-3.168222e+04	5.139922e+02	2.295269e+03	4.753510e+01	7.242689e+00	-4.160986e+04	-2.444864e+00	
-6.404579e+04	7.589389e+02	2.117307e+03	4.122537e+01	6.367664e+00	-3.033761e+04	-2.235577e+00	
-8.679615e+04	4.961874e+02	1.906789e+03	3.645958e+01	5.949022e+00	-2.131073e+04	-2.174215e+00	
-1.030583e+05	1.601083e+02	1.698118e+03	3.232212e+01	5.546420e+00	-1.751717e+04	-2.042842e+00	
-1.083617e+05	8.264579e+01	1.514965e+03	3.114822e+01	5.551361e+00	-1.530178e+04	-1.771822e+00	
-1.104286e+05	1.816856e+02	1.344257e+03	2.691769e+01	5.654194e+00	-1.135912e+04	-1.543275e+00	
-1.159555e+05	1.689624e+02	1.195223e+03	2.010628e+01	5.144772e+00	-7.275345e+03	-1.426549e+00	
-1.176877e+05	-1.678977e+01	1.056035e+03	1.742957e+01	4.780291e+00	-4.462930e+03	-1.311566e+00	
-1.127198e+05	-1.989906e+02	9.226719e+02	1.801608e+01	4.971773e+00	-1.728620e+03	-1.169390e+00	
-1.043414e+05	-1.849424e+02	8.210890e+02	1.629719e+01	4.885470e+00	9.084588e+02	-1.077935e+00	
-1.014043e+05	-3.062562e+01	7.454768e+02	1.273004e+01	4.130709e+00	2.286075e+03	-1.029017e+00	
-1.021099e+05	2.871492e+01	6.597642e+02	1.105570e+01	3.396717e+00	3.024200e+03	-9.344974e-01	
-9.774675e+04	6.297958e+00	5.743202e+02	1.068573e+01	3.176341e+00	4.254203e+03	-7.938077e-01	
-9.027014e+04	1.022121e+01	5.111468e+02	9.621590e+00	3.154708e+00	6.054568e+03	-6.941732e-01	
-8.403375e+04	-3.352264e+01	4.479113e+02	7.510912e+00	3.020897e+00	8.136818e+03	-6.598164e-01	
-7.815309e+04	-1.109179e+02	3.782139e+02	5.909086e+00	2.872548e+00	9.701240e+03	-6.360317e-01	
-7.066865e+04	-8.946994e+01	3.199052e+02	7.004624e+00	2.760370e+00	9.931352e+03	-5.998653e-01	
-6.480583e+04	-1.695462e+01	2.672273e+02	9.161147e+00	2.411204e+00	9.241633e+03	-5.597001e-01	
-6.257118e+04	-3.208268e+01	2.124034e+02	8.522075e+00	1.807958e+00	8.457952e+03	-5.158468e-01	
-5.805120e+04	-1.222209e+02	1.661044e+02	5.408477e+00	1.419279e+00	7.827157e+03	-4.902353e-01	
-4.964521e+04	-1.897242e+02	1.319178e+02	4.356850e+00	1.328598e+00	7.433703e+03	-4.841775e-01	
-4.170064e+04	-1.743718e+02	9.754581e+01	6.345451e+00	1.118216e+00	6.996439e+03	-4.549696e-01	
-3.548373e+04	-1.020461e+02	5.602590e+01	6.517061e+00	7.241869e-01	5.558288e+03	-4.140757e-01	
-3.119792e+04	-6.348657e+01	1.903565e+01	3.835564e+00	4.865581e-01	3.273077e+03	-4.045789e-01	
-2.912117e+04	-7.366637e+01	1.485679e+00	2.437031e+00	5.495231e-01	2.468420e+03	-4.003079e-01	
-2.715575e+04	-8.649956e+01	-5.160261e+00	1.581292e+00	7.471851e-01	4.173866e+03	-3.723801e-01	
-2.261421e+04	-9.368385e+01	-1.930460e+01	-1.334963e+00	8.328268e-01	5.805103e+03	-3.484888e-01	
-1.608340e+04	-6.775370e+01	-2.989601e+01	-2.417115e+00	6.934391e-01	5.512088e+03	-3.443809e-01	
-1.117782e+04	4.169579e+00	-2.481277e+01	3.511276e-01	5.568722e-01	4.711358e+03	-3.487338e-01	
-9.717673e+03	2.961391e+01	-2.845754e+01	1.520766e+00	6.296572e-01	4.153578e+03	-3.491509e-01	
-9.580973e+03	-5.556600e+01	-4.931761e+01	-1.862695e-01	6.923448e-01	2.945400e+03	-3.320504e-01	
-7.425037e+03	-1.371259e+02	-5.879216e+01	-3.839558e-01	6.643432e-01	1.488748e+03	-3.040764e-01	
-3.152346e+03	-9.424195e+01	-5.197288e+01	3.008269e-01	7.074552e-01	7.829130e+02	-2.825478e-01	
1.521188e+01	-2.469043e+01	-5.114365e+01	-3.657875e-01	6.566207e-01	6.769283e+02	-2.629949e-01	
9.559527e+02	-3.591472e+01	-5.848281e+01	-2.179257e-01	4.811759e-01	7.343265e+02	-2.439757e-01	
2.059969e+03	-3.092668e+01	-6.198228e+01	6.671528e-01	5.208978e-01	6.125947e+02	-2.379980e-01	
4.262556e+03	3.157794e+01	-6.281908e+01	-7.222487e-01	7.294000e-01	1.279577e+02	-2.416663e-01	
4.975629e+03	3.302535e+01	-6.193281e+01	-2.854927e+00	8.109887e-01	-1.688902e+02	-2.457096e-01	
3.569778e+03	-3.918363e+01	-5.014844e+01	-1.800579e+00	7.491804e-01	1.010475e+02	-2.570187e-01	
3.860276e+03	-6.006504e+01	-3.628837e+01	1.032677e+00	6.121903e-01	3.922826e+02	-2.725876e-01	
6.708165e+03	1.417028e+01	-4.223474e+01	1.112916e+00	4.675503e-01	1.723281e+02	-2.601564e-01	
8.414089e+03	5.097242e+01	-5.971342e+01	-8.291847e-01	3.798502e-01	-5.217361e+02	-2.140494e-01	
9.833470e+07	1.875594e+06	2.226799e+05	1.345116e+04	6.049843e+02	-2.336297e+05	5.010049e-01	
4.464797e+07	2.384238e+06	6.407539e+05	8.245253e+04	7.766213e+03	-6.291587e+04	3.031572e+01	
4.073775e+06	1.219979e+06	6.862369e+05	1.554626e+05	2.468129e+04	-6.126290e+03	2.505334e+02	
-8.521220e+05	7.179750e+04	2.886341e+05	1.201037e+05	3.179231e+04	4.043455e+03	7.431143e+02	
3.385981e+06	-9.760204e+04	1.270120e+04	2.659242e+04	1.678205e+04	2.586078e+03	1.014350e+03	
1.948947e+06	5.054168e+04	1.635064e+04	-9.944993e+03	2.110600e+02	-1.656269e+03	6.172139e+02	
5.235330e+05	3.881884e+04	5.125850e+04	2.222447e+03	-1.908352e+03	-3.926620e+03	4.520803e+01	
7.614744e+05	-3.276568e+03	3.179293e+04	6.863015e+03	1.207910e+03	-3.690125e+03	-9.306991e+01	
6.322841e+05	2.210900e+03	1.878257e+04	1.697665e+03	1.071318e+03	-3.353096e+03	1.764205e+01	
3.962068e+05	7.503790e+03	1.980410e+04	5.303737e+02	1.310310e+02	-3.711943e+03	3.532813e+01	
3.042941e+05	4.375145e+03	1.839539e+04	1.261558e+03	1.785667e+02	-4.187197e+03	-1.473802e-01	
2.084536e+05	2.103853e+03	1.550310e+04	1.081828e+03	2.733536e+02	-4.529799e+03	-1.048872e+00	
1.605290e+05	1.508643e+03	1.342291e+04	7.886255e+02	2.168132e+02	-4.633772e+03	4.007703e+00	
1.128737e+05	1.710424e+03	1.196648e+04	6.485093e+02	1.871054e+02	-4.428624e+03	1.424568e+00	
6.627111e+04	1.513570e+03	1.083861e+04	5.623608e+02	1.578777e+02	-4.099491e+03	1.251321e+00	
3.587372e+04	9.796437e+02	9.861534e+03	4.822002e+02	1.252855e+02	-3.846461e+03	2.462278e+00	
7.807005e+03	2.835285e+02	8.905567e+03	4.296172e+02	1.094390e+02	-3.730959e+03	2.161205e+00	
-4.409807e+03	-4.467288e+00	7.866906e+03	3.822059e+02	1.090802e+02	-3.678419e+03	9.685812e-01	
-1.488734e+04	4.529861e+02	7.090975e+03	3.149088e+02	1.011383e+02	-3.389349e+03	3.986097e-01	
-2.979505e+04	7.215102e+02	6.533523e+03	2.763341e+02	8.912283e+01	-2.702849e+03	1.679387e-01	
-4.021799e+04	4.137787e+02	5.879175e+03	2.460875e+02	8.395498e+01	-2.037976e+03	-8.543972e-02	
-4.754567e+04	4.278528e+01	5.234839e+03	2.164128e+02	7.931904e+01	-1.790829e+03	1.462199e-01	
-4.993589e+04	-1.857410e+01	4.673659e+03	2.053212e+02	7.872757e+01	-1.644350e+03	2.550693e-01	
-5.084106e+04	1.169023e+02	4.145711e+03	1.795208e+02	7.861955e+01	-1.215379e+03	-7.567269e-02	
-5.323230e+04	1.025881e+02	3.681455e+03	1.389341e+02	7.126317e+01	-7.217748e+02	-7.557491e-02	
-5.384202e+04	-1.288344e+02	3.254896e+03	1.211614e+02	6.645278e+01	-3.922800e+02	3.332245e-01	
-5.146243e+04	-3.308431e+02	2.841901e+03	1.219980e+02	6.893986e+01	-6.301812e+01	4.515067e-01	
-4.768196e+04	-2.675786e+02	2.519637e+03	1.101311e+02	6.752071e+01	2.909674e+02	2.327157e-01	
-4.624851e+04	-5.813458e+01	2.285072e+03	8.766707e+01	5.704125e+01	4.829162e+02	2.949271e-01	
-4.631225e+04	4.896489e+00	2.027036e+03	7.540171e+01	4.685941e+01	5.855814e+02	5.307779e-01	
-4.436693e+04	-2.799202e+01	1.765871e+03	7.131993e+01	4.381292e+01	7.987462e+02	4.606341e-01	
-4.128706e+04	-2.248833e+01	1.568517e+03	6.445140e+01	4.354702e+01	1.087394e+03	3.860707e-01	
-3.858532e+04	-6.979857e+01	1.371234e+03	5.086075e+01	4.142127e+01	1.310752e+03	4.664106e-01	
-3.585075e+04	-1.441544e+02	1.156785e+03	3.962735e+01	3.898289e+01	1.428348e+03	2.549649e-01	
-3.248010e+04	-1.073729e+02	9.836161e+02	4.586851e+01	3.752323e+01	1.466562e+03	4.839193e-03	
-2.983935e+04	-2.582420e+01	8.288655e+02	6.026459e+01	3.318054e+01	1.434241e+03	2.469209e-01	
-2.868040e+04	-3.586692e+01	6.597769e+02	5.742161e+01	2.524243e+01	1.339280e+03	4.042015e-01	
-2.651134e+04	-1.358272e+02	5.142967e+02	3.756229e+01	2.002073e+01	1.261278e+03	5.515044e-02	
-2.271108e+04	-2.372107e+02	4.089721e+02	2.929108e+01	1.862623e+01	1.272896e+03	-3.014248e-02	
-1.907497e+04	-2.250806e+02	3.032632e+02	4.015192e+01	1.541697e+01	1.288916e+03	3.300481e-01	
-1.610025e+04	-1.019136e+02	1.757491e+02	4.072933e+01	1.017955e+01	1.141802e+03	3.649564e-01	
-1.402926e+04	-2.656788e+01	6.149588e+01	2.441953e+01	7.743605e+00	8.633065e+02	7.551871e-02	
-1.307571e+04	-5.239463e+01	4.302498e+00	1.612556e+01	8.988279e+00	7.581304e+02	4.676664e-02	
-1.216738e+04	-9.809206e+01	-1.836262e+01	1.062765e+01	1.114383e+01	9.544516e+02	1.879209e-01	
-1.004996e+04	-1.203338e+02	-6.089384e+01	-8.464808e+00	1.188647e+01	1.120771e+03	1.267691e-01	
-7.147271e+03	-8.617066e+01	-9.260758e+01	-1.643469e+01	1.029857e+01	1.037942e+03	-2.355011e-02	
-5.073916e+03	3.514055e+00	-7.734151e+01	1.022801e+00	8.682372e+00	9.223623e+02	-6.794718e-02	
-4.419386e+03	3.736592e+01	-8.808812e+01	1.055703e+01	9.294283e+00	8.533361e+02	-8.787733e-02	
-4.214133e+03	-5.792804e+01	-1.497114e+02	1.435734e+00	9.730503e+00	6.716920e+02	-9.276942e-02	
