3.817039e+04	1.764315e+02	-1.844110e-01	5.114573e+02	
2.524267e+04	4.847687e+02	2.316550e+01	6.474604e-01	
1.243821e+04	4.513757e+02	1.005218e+02	5.513053e+00	
6.535376e+03	8.320293e+01	2.132629e+02	1.662874e+01	
4.717778e+03	-9.399508e+01	2.797715e+02	2.256806e+01	
3.391069e+03	2.824089e+00	2.823224e+02	1.509250e+01	
2.299400e+03	7.195827e+01	2.782514e+02	6.822075e+00	
1.708352e+03	2.347860e+01	2.753152e+02	-4.520179e+00	
1.314531e+03	-1.830336e+01	2.516040e+02	-2.970903e+01	
9.691247e+02	-2.028361e+00	2.322479e+02	-3.053515e+01	
7.026008e+02	1.190583e+01	2.215404e+02	1.262154e+01	
5.181922e+02	-5.589853e+00	1.860584e+02	3.211397e+01	
3.813164e+02	-1.350051e+01	1.438093e+02	4.094610e+00	
2.647329e+02	1.223523e-01	1.357075e+02	8.397569e-02	
1.686153e+02	5.889719e+00	1.446795e+02	2.909565e+01	
9.079752e+01	4.240453e+00	1.368396e+02	2.626382e+01	
3.066963e+01	9.736759e+00	1.150496e+02	-4.491455e+00	
-6.967887e+00	1.597736e+01	9.029926e+01	-1.064404e+01	
-3.375526e+01	1.804945e+01	6.824270e+01	7.927196e+00	
-6.185632e+01	1.472413e+01	6.534672e+01	2.186829e+01	
-8.750286e+01	1.525974e+00	8.183065e+01	1.970604e+01	
-1.038135e+02	-8.391419e+00	8.796409e+01	4.675616e-01	
-1.099364e+02	1.934775e+00	7.514376e+01	-2.170522e+01	
-1.128262e+02	1.763240e+01	6.454775e+01	-2.561900e+01	
-1.189894e+02	1.466201e+01	5.710765e+01	-1.972648e+01	
-1.228843e+02	-7.167529e-01	4.330367e+01	-2.255167e+01	
-1.176952e+02	-7.913642e+00	3.343995e+01	-2.537766e+01	
-1.104214e+02	-1.631922e+00	2.853871e+01	-2.278243e+01	
-1.095881e+02	8.714618e+00	1.813605e+01	-2.701666e+01	
-1.098701e+02	1.114755e+01	1.247421e+01	-3.079532e+01	
-1.034694e+02	5.840991e+00	2.073154e+01	-1.908701e+01	
-9.433461e+01	5.840584e+00	3.004377e+01	-3.646548e+00	
-8.901614e+01	1.226801e+01	3.088404e+01	1.855386e-01	
-8.434904e+01	1.235084e+01	2.309190e+01	-3.333764e+00	
-7.607851e+01	7.192108e+00	9.883384e+00	-6.503255e+00	
-6.879062e+01	6.140548e+00	5.056370e+00	-6.765057e+00	
-6.539980e+01	3.686401e+00	1.401997e+01	-4.345046e+00	
-6.050114e+01	-4.442245e+00	1.808440e+01	-2.528068e+00	
-5.190464e+01	-7.295954e+00	8.102558e+00	-2.066947e+00	
-4.359309e+01	-2.311642e+00	1.346270e+00	-2.096040e+00	
-3.743505e+01	-9.337610e-01	5.134177e+00	-3.888623e+00	
-3.334462e+01	-4.940349e+00	6.955175e+00	-4.574014e+00	
-3.137184e+01	-6.250670e+00	5.451202e+00	-1.643702e+00	
-2.923586e+01	-4.314579e+00	7.449001e+00	-4.055235e-01	
-2.437742e+01	-3.589778e+00	7.960640e+00	-2.469668e+00	
-1.772224e+01	-2.895525e+00	4.337762e+00	-2.814298e+00	
-1.239671e+01	1.252512e+00	2.744126e+00	-1.410907e+00	
-1.035115e+01	5.777968e+00	2.702152e+00	-2.057081e+00	
-1.007510e+01	3.527860e+00	1.581940e+00	-5.401268e+00	
-8.055259e+00	-4.375084e+00	1.036923e+00	-7.504832e+00	
-3.819311e+00	-7.672015e+00	-9.586431e-01	-3.126819e+00	
-7.166546e-01	-3.096557e+00	-3.398748e+00	4.880998e+00	
-3.351714e-02	1.259598e-01	2.101873e+00	7.627454e+00	
1.303684e+00	-3.164685e+00	1.309650e+01	5.067644e+00	
4.481767e+00	-6.434200e+00	1.610810e+01	4.200850e+00	
5.795311e+00	-5.747256e+00	1.097923e+01	5.155304e+00	
4.134989e+00	-4.436254e+00	1.070655e+01	3.803507e+00	
4.194435e+00	-3.309510e+00	1.582711e+01	1.929168e+00	
7.334862e+00	-2.166265e+00	1.282200e+01	2.149202e+00	
9.134039e+00	-1.820546e+00	1.382246e+00	1.171348e+00	
