3.674848e+04	2.533717e+02	
3.553901e+04	6.165876e+02	
3.380632e+04	1.122877e+03	
3.163580e+04	1.731869e+03	
2.913192e+04	2.395694e+03	
2.640994e+04	3.063676e+03	
2.358764e+04	3.686958e+03	
2.077745e+04	4.222745e+03	
1.807949e+04	4.637739e+03	
1.557605e+04	4.910477e+03	
1.332803e+04	5.032365e+03	
1.137330e+04	5.007398e+03	
9.727054e+03	4.850678e+03	
8.383990e+03	4.585974e+03	
7.321820e+03	4.242662e+03	
6.505719e+03	3.852424e+03	
5.893168e+03	3.446079e+03	
5.438701e+03	3.050864e+03	
5.098116e+03	2.688432e+03	
4.831847e+03	2.373666e+03	
4.607280e+03	2.114379e+03	
4.399975e+03	1.911786e+03	
4.193848e+03	1.761613e+03	
3.980488e+03	1.655610e+03	
3.757831e+03	1.583251e+03	
3.528473e+03	1.533379e+03	
3.297862e+03	1.495614e+03	
3.072613e+03	1.461402e+03	
2.859103e+03	1.424625e+03	
2.662460e+03	1.381783e+03	
2.485976e+03	1.331804e+03	
2.330925e+03	1.275569e+03	
2.196712e+03	1.215279e+03	
2.081258e+03	1.153773e+03	
1.981516e+03	1.093908e+03	
1.894012e+03	1.038077e+03	
1.815329e+03	9.878938e+02	
1.742481e+03	9.440809e+02	
1.673143e+03	9.065100e+02	
1.605745e+03	8.743773e+02	
1.539441e+03	8.464485e+02	
1.473989e+03	8.213243e+02	
1.409585e+03	7.976799e+02	
1.346676e+03	7.744446e+02	
1.285798e+03	7.509057e+02	
1.227447e+03	7.267336e+02	
1.171992e+03	7.019422e+02	
1.119642e+03	6.768020e+02	
1.070444e+03	6.517319e+02	
1.024312e+03	6.271906e+02	
9.810625e+02	6.035867e+02	
9.404623e+02	5.812177e+02	
9.022622e+02	5.602424e+02	
8.662242e+02	5.406828e+02	
8.321368e+02	5.224494e+02	
7.998196e+02	5.053788e+02	
7.691222e+02	4.892752e+02	
7.399190e+02	4.739463e+02	
7.121037e+02	4.592290e+02	
6.855848e+02	4.450038e+02	
6.602826e+02	4.311972e+02	
6.361279e+02	4.177763e+02	
6.130602e+02	4.047385e+02	
5.910259e+02	3.921004e+02	
5.699748e+02	3.798881e+02	
5.498553e+02	3.681308e+02	
5.306096e+02	3.568571e+02	
5.121692e+02	3.460936e+02	
4.944520e+02	3.358639e+02	
4.773632e+02	3.261867e+02	
4.607990e+02	3.170730e+02	
4.446534e+02	3.085205e+02	
4.288275e+02	3.005086e+02	
4.132399e+02	2.929936e+02	
3.978356e+02	2.859056e+02	
3.825924e+02	2.791500e+02	
3.675241e+02	2.726128e+02	
3.526786e+02	2.661708e+02	
3.381321e+02	2.597040e+02	
3.239794e+02	2.531112e+02	
3.103227e+02	2.463229e+02	
2.972594e+02	2.393130e+02	
2.848708e+02	2.321045e+02	
2.732135e+02	2.247692e+02	
2.623139e+02	2.174217e+02	
2.521660e+02	2.102066e+02	
2.427329e+02	2.032826e+02	
2.339509e+02	1.968042e+02	
2.257359e+02	1.909041e+02	
2.179906e+02	1.856777e+02	
2.106123e+02	1.811732e+02	
2.035005e+02	1.773870e+02	
1.965632e+02	1.742653e+02	
1.897228e+02	1.717114e+02	
1.829199e+02	1.695982e+02	
1.761169e+02	1.677829e+02	
1.692992e+02	1.661234e+02	
1.624752e+02	1.644934e+02	
1.556744e+02	1.627952e+02	
1.489446e+02	1.609679e+02	
1.423464e+02	1.589918e+02	
1.359467e+02	1.568863e+02	
1.298120e+02	1.547042e+02	
1.240003e+02	1.525215e+02	
1.185541e+02	1.504245e+02	
1.134954e+02	1.484962e+02	
1.088219e+02	1.468028e+02	
1.045068e+02	1.453829e+02	
1.005013e+02	1.442400e+02	
9.673951e+01	1.433392e+02	
9.314608e+01	1.426096e+02	
8.964473e+01	1.419505e+02	
8.616681e+01	1.412419e+02	
8.265875e+01	1.403579e+02	
7.908735e+01	1.391805e+02	
7.544215e+01	1.376131e+02	
7.173469e+01	1.355914e+02	
6.799477e+01	1.330907e+02	
6.426448e+01	1.301278e+02	
6.059086e+01	1.267593e+02	
5.701849e+01	1.230745e+02	
5.358299e+01	1.191852e+02	
5.030653e+01	1.152140e+02	
4.719586e+01	1.112817e+02	
4.424306e+01	1.074966e+02	
4.142869e+01	1.039464e+02	
3.872672e+01	1.006929e+02	
3.611030e+01	9.777155e+01	
3.355729e+01	9.519336e+01	
3.105471e+01	9.294981e+01	
2.860124e+01	9.101901e+01	
2.620744e+01	8.937196e+01	
2.389378e+01	8.797786e+01	
2.168667e+01	8.680756e+01	
1.961335e+01	8.583499e+01	
1.769645e+01	8.503654e+01	
1.594911e+01	8.438907e+01	
1.437156e+01	8.386728e+01	
1.294957e+01	8.344137e+01	
1.165527e+01	8.307586e+01	
1.044995e+01	8.272986e+01	
9.288751e+00	8.235912e+01	
8.126289e+00	8.191944e+01	
6.922549e+00	8.137081e+01	
5.648182e+00	8.068149e+01	
4.288444e+00	7.983109e+01	
2.845247e+00	7.881202e+01	
1.337062e+00	7.762904e+01	
-2.032856e-01	7.629676e+01	
-1.732620e+00	7.483576e+01	
-3.202663e+00	7.326814e+01	
-4.565837e+00	7.161336e+01	
-5.780879e+00	6.988546e+01	
-6.817592e+00	6.809234e+01	
-7.660182e+00	6.623742e+01	
-8.308830e+00	6.432341e+01	
-8.779399e+00	6.235759e+01	
-9.101382e+00	6.035750e+01	
-9.314429e+00	5.835562e+01	
-9.463900e+00	5.640184e+01	
-9.596014e+00	5.456275e+01	
-9.753151e+00	5.291721e+01	
-9.969802e+00	5.154840e+01	
-1.026958e+01	5.053326e+01	
-1.066352e+01	4.993058e+01	
