2.457341e+08	6.212269e+05	1.028381e+04	9.223282e+01	6.245717e-01	3.244289e-03	1.353989e-05	4.764219e-08	9.557456e-07	
2.233142e+08	1.016296e+06	2.989844e+04	4.644359e+02	5.382015e+00	4.740414e-02	3.335886e-04	1.941376e-06	2.984818e-07	
1.717174e+08	1.241926e+06	5.529751e+04	1.264980e+03	2.133003e+01	2.707868e-01	2.728199e-03	2.261955e-05	2.301390e-06	
1.136586e+08	1.257492e+06	7.858360e+04	2.436206e+03	5.502608e+01	9.273904e-01	1.232944e-02	1.342898e-04	1.779750e-05	
6.136331e+07	1.086344e+06	9.275535e+04	3.727684e+03	1.076175e+02	2.294563e+00	3.834642e-02	5.226717e-04	8.849520e-05	
2.268572e+07	7.959530e+05	9.398811e+04	4.790886e+03	1.721262e+02	4.507519e+00	9.181481e-02	1.517683e-03	3.205589e-04	
4.048692e+05	4.714814e+05	8.257928e+04	5.313573e+03	2.344907e+02	7.409126e+00	1.803202e-01	3.539668e-03	9.197244e-04	
-7.349267e+06	1.888590e+05	6.239970e+04	5.137383e+03	2.781022e+02	1.050722e+01	3.018044e-01	6.938033e-03	2.203863e-03	
-5.435475e+06	-4.607256e+03	3.921021e+04	4.312050e+03	2.899073e+02	1.308434e+01	4.408174e-01	1.176535e-02	4.568797e-03	
5.240056e+05	-9.712593e+04	1.858610e+04	3.068911e+03	2.654104e+02	1.442998e+01	5.700171e-01	1.759050e-02	8.398277e-03	
6.033057e+06	-1.068456e+05	4.242563e+03	1.730623e+03	2.104349e+02	1.410176e+01	6.574452e-01	2.346760e-02	1.393478e-02	
8.741893e+06	-6.821033e+04	-2.711204e+03	5.980518e+02	1.389772e+02	1.210241e+01	6.772326e-01	2.812527e-02	2.115233e-02	
8.422587e+06	-1.666354e+04	-3.495260e+03	-1.402884e+02	6.818799e+01	8.893913e+00	6.194089e-01	3.034106e-02	2.968224e-02	
6.214666e+06	2.266773e+04	-6.662049e+02	-4.457134e+02	1.264518e+01	5.241912e+00	4.945180e-01	2.936847e-02	3.883046e-02	
3.627887e+06	3.942716e+04	3.076868e+03	-4.086488e+02	-1.981847e+01	1.956466e+00	3.308362e-01	2.523994e-02	4.769353e-02	
1.764672e+06	3.598831e+04	5.808374e+03	-1.881537e+02	-2.935137e+01	-3.641234e-01	1.651749e-01	1.880824e-02	5.534338e-02	
9.988513e+05	2.161561e+04	6.752789e+03	5.780296e+01	-2.235775e+01	-1.488637e+00	3.097834e-02	1.149462e-02	6.102422e-02	
1.088360e+06	6.201158e+03	6.133513e+03	2.234642e+02	-7.967273e+00	-1.560175e+00	-5.156744e-02	4.837329e-03	6.430073e-02	
1.520496e+06	-3.898406e+03	4.708022e+03	2.734481e+02	5.631050e+00	-9.734021e-01	-7.982140e-02	1.761931e-05	6.511595e-02	
1.851767e+06	-7.030703e+03	3.266227e+03	2.300355e+02	1.359265e+01	-1.893069e-01	-6.636858e-02	-2.455667e-03	6.375161e-02	
1.886609e+06	-5.037311e+03	2.300736e+03	1.433741e+02	1.496151e+01	4.313122e-01	-3.186704e-02	-2.797560e-03	6.071625e-02	
1.668275e+06	-1.056874e+03	1.921704e+03	6.142357e+01	1.163813e+01	7.171502e-01	3.476930e-03	-1.744539e-03	5.660626e-02	
1.355541e+06	2.341292e+03	1.963197e+03	1.163073e+01	6.616883e+00	6.830774e-01	2.635297e-02	-2.090018e-04	5.198358e-02	
1.090053e+06	4.004937e+03	2.164758e+03	-2.249996e+00	2.406050e+00	4.595684e-01	3.272304e-02	1.056666e-03	4.729765e-02	
9.268060e+05	4.057925e+03	2.320605e+03	7.735206e+00	2.053317e-01	2.012229e-01	2.618408e-02	1.662236e-03	4.285664e-02	
8.409569e+05	3.244872e+03	2.343020e+03	2.525118e+01	-7.694524e-02	1.692897e-02	1.398326e-02	1.600310e-03	3.883518e-02	
7.777965e+05	2.289719e+03	2.246010e+03	3.840026e+01	7.305410e-01	-5.691791e-02	2.903994e-03	1.120927e-03	3.529969e-02	
7.003403e+05	1.572460e+03	2.090193e+03	4.286032e+01	1.718322e+00	-4.341311e-02	-3.288399e-03	5.470583e-04	3.223616e-02	
6.066711e+05	1.139583e+03	1.931859e+03	4.026804e+01	2.325119e+00	8.248426e-03	-4.281465e-03	1.209828e-04	2.957449e-02	
5.172265e+05	8.831346e+02	1.799106e+03	3.459696e+01	2.432813e+00	5.462497e-02	-2.043041e-03	-6.515170e-05	2.721057e-02	
4.509260e+05	7.056691e+02	1.694261e+03	2.913608e+01	2.216372e+00	7.469264e-02	9.056242e-04	-5.212075e-05	2.502973e-02	
4.099915e+05	5.802657e+02	1.608339e+03	2.528497e+01	1.920725e+00	6.955427e-02	2.813915e-03	5.431048e-05	2.293161e-02	
3.813381e+05	5.209828e+02	1.533295e+03	2.292203e+01	1.704546e+00	5.205073e-02	3.172022e-03	1.548219e-04	2.085185e-02	
3.488763e+05	5.307679e+02	1.465982e+03	2.137484e+01	1.600390e+00	3.534877e-02	2.429200e-03	1.980239e-04	1.877403e-02	
3.051565e+05	5.800573e+02	1.405901e+03	2.013869e+01	1.559935e+00	2.647131e-02	1.380218e-03	1.837466e-04	1.672696e-02	
2.542798e+05	6.240516e+02	1.352016e+03	1.904741e+01	1.521181e+00	2.578837e-02	6.428602e-04	1.409247e-04	1.476828e-02	
