3.666440e+04	2.564284e+02	
3.546753e+04	6.242663e+02	
3.375262e+04	1.137517e+03	
3.160384e+04	1.755812e+03	
2.912419e+04	2.431209e+03	
2.642733e+04	3.112835e+03	
2.362940e+04	3.751484e+03	
2.084133e+04	4.303824e+03	
1.816190e+04	4.735849e+03	
1.567243e+04	5.025231e+03	
1.343318e+04	5.162412e+03	
1.148178e+04	5.150400e+03	
9.833597e+03	5.003369e+03	
8.483863e+03	4.744312e+03	
7.411120e+03	4.402070e+03	
6.581596e+03	4.008092e+03	
5.953947e+03	3.593308e+03	
5.483899e+03	3.185422e+03	
5.128368e+03	2.806872e+03	
4.848741e+03	2.473590e+03	
4.613128e+03	2.194610e+03	
4.397542e+03	1.972432e+03	
4.186065e+03	1.804015e+03	
3.970178e+03	1.682185e+03	
3.747470e+03	1.597241e+03	
3.520007e+03	1.538528e+03	
3.292588e+03	1.495827e+03	
3.071140e+03	1.460390e+03	
2.861379e+03	1.425603e+03	
2.667866e+03	1.387225e+03	
2.493469e+03	1.343289e+03	
2.339208e+03	1.293723e+03	
2.204420e+03	1.239817e+03	
2.087132e+03	1.183625e+03	
1.984551e+03	1.127414e+03	
1.893563e+03	1.073218e+03	
1.811167e+03	1.022550e+03	
1.734802e+03	9.762577e+02	
1.662527e+03	9.345436e+02	
1.593074e+03	8.970760e+02	
1.525788e+03	8.631723e+02	
1.460501e+03	8.319968e+02	
1.397356e+03	8.027393e+02	
1.336647e+03	7.747445e+02	
1.278672e+03	7.475825e+02	
1.223640e+03	7.210591e+02	
1.171621e+03	6.951782e+02	
1.122542e+03	6.700744e+02	
1.076212e+03	6.459353e+02	
1.032370e+03	6.229309e+02	
9.907344e+02	6.011641e+02	
9.510438e+02	5.806477e+02	
9.130871e+02	5.613067e+02	
8.767145e+02	5.430027e+02	
8.418341e+02	5.255687e+02	
8.083984e+02	5.088458e+02	
7.763861e+02	4.927140e+02	
7.457840e+02	4.771094e+02	
7.165738e+02	4.620265e+02	
6.887254e+02	4.475071e+02	
6.621968e+02	4.336193e+02	
