3.662783e+04	2.523750e+02	
3.542591e+04	6.141745e+02	
3.370400e+04	1.118519e+03	
3.154687e+04	1.725230e+03	
2.905828e+04	2.386672e+03	
2.635265e+04	3.052422e+03	
2.354693e+04	3.673876e+03	
2.075272e+04	4.208466e+03	
1.806941e+04	4.623076e+03	
1.557868e+04	4.896357e+03	
1.334097e+04	5.019754e+03	
1.139389e+04	4.997213e+03	
9.752566e+03	4.843703e+03	
8.411788e+03	4.582784e+03	
7.349540e+03	4.243566e+03	
6.531395e+03	3.857429e+03	
5.915324e+03	3.454884e+03	
5.456394e+03	3.062889e+03	
5.110943e+03	2.702861e+03	
4.839899e+03	2.389530e+03	
4.611067e+03	2.130641e+03	
4.400323e+03	1.927441e+03	
4.191776e+03	1.775771e+03	
3.977088e+03	1.667577e+03	
3.754151e+03	1.592577e+03	
3.525418e+03	1.539875e+03	
3.296119e+03	1.499347e+03	
3.072612e+03	1.462650e+03	
2.861001e+03	1.423815e+03	
2.666163e+03	1.379412e+03	
2.491180e+03	1.328359e+03	
2.337180e+03	1.271449e+03	
2.203490e+03	1.210739e+03	
2.088031e+03	1.148891e+03	
1.987821e+03	1.088584e+03	
1.899501e+03	1.032054e+03	
1.819805e+03	9.808118e+02	
1.745908e+03	9.355428e+02	
1.675641e+03	8.961584e+02	
1.607564e+03	8.619654e+02	
1.540919e+03	8.318989e+02	
1.475510e+03	8.047647e+02	
1.411528e+03	7.794514e+02	
1.349374e+03	7.550814e+02	
1.289505e+03	7.310876e+02	
1.232316e+03	7.072191e+02	
1.178070e+03	6.834895e+02	
1.126876e+03	6.600888e+02	
1.078697e+03	6.372850e+02	
1.033386e+03	6.153327e+02	
9.907281e+02	5.944081e+02	
9.504847e+02	5.745758e+02	
9.124222e+02	5.557869e+02	
8.763342e+02	5.379051e+02	
8.420476e+02	5.207468e+02	
8.094203e+02	5.041268e+02	
7.783338e+02	4.878972e+02	
7.486840e+02	4.719736e+02	
7.203745e+02	4.563437e+02	
6.933135e+02	4.410602e+02	
6.674150e+02	4.262216e+02	
6.426016e+02	4.119451e+02	
6.188087e+02	3.983413e+02	
5.959869e+02	3.854918e+02	
5.741018e+02	3.734370e+02	
5.531304e+02	3.621726e+02	
5.330553e+02	3.516559e+02	
5.138565e+02	3.418178e+02	
4.955040e+02	3.325774e+02	
4.779530e+02	3.238557e+02	
4.611410e+02	3.155861e+02	
4.449905e+02	3.077185e+02	
4.294137e+02	3.002190e+02	
4.143213e+02	2.930646e+02	
3.996312e+02	2.862360e+02	
3.852773e+02	2.797098e+02	
3.712159e+02	2.734532e+02	
